             380     32.6
             390     38.1
             400       61
             410    68.76
             420     71.6
             430     67.9
             440     85.6
             450       98
             460    100.5
             470     99.9
             480    102.7
             490     98.1
             500    100.7
             510    100.7
             520      100
             530    104.2
             540    102.1
             550      103
             560      100
             570     97.2
             580     97.7
             590     91.4
             600     94.4
             610     95.1
             620     94.2
             630     90.4
             640     92.3
             650     88.9
             660     90.3
             670     93.9
             680       90
             690     79.7
             700     82.8
             710     84.8
             720     70.2
             730     79.3
             740       85
             750     71.9
             760     52.8
             770     75.9
             780     71.8
