380 0.136200
385 0.125000
390 0.113900
395 0.101100
400 0.091600
405 0.082600
410 0.075500
415 0.069700
420 0.065000
425 0.063800
430 0.061100
435 0.060100
440 0.060400
445 0.061400
450 0.063600
455 0.063800
460 0.062600
465 0.059400
470 0.055100
475 0.050900
480 0.043800
485 0.036600
490 0.028400
495 0.022700
500 0.016200
505 0.012900
510 0.009700
515 0.007900
520 0.006800
525 0.005300
530 0.005700
535 0.005600
540 0.005600
545 0.004000
550 0.004600
555 0.004900
560 0.005100
565 0.009200
570 0.025600
575 0.071600
580 0.164400
585 0.292100
590 0.423700
595 0.530500
600 0.610600
605 0.667900
610 0.706500
615 0.734800
620 0.755800
625 0.771100
630 0.781700
635 0.792400
640 0.798400
645 0.807400
650 0.815000
655 0.821600
660 0.823800
665 0.826900
670 0.829300
675 0.827100
680 0.831600
685 0.835200
690 0.839700
695 0.842100
700 0.844800
705 0.842100
710 0.846700
715 0.849700
720 0.847100
725 0.850400
730 0.854200
735 0.854200
740 0.855900
745 0.856000
750 0.857100
755 0.858900
760 0.859000
765 0.863700
770 0.862500
775 0.862600
780 0.864800
