380   0.393700
385   0.428800
390   0.465500
395   0.496400
400   0.522200
405   0.543200
410   0.563600
415   0.573600
420   0.577000
425   0.578400
430   0.575700
435   0.564700
440   0.553400
445   0.542600
450   0.529500
455   0.510100
460   0.487100
465   0.457300
470   0.426900
475   0.393900
480   0.364500
485   0.335800
490   0.301200
495   0.260700
500   0.217900
505   0.179100
510   0.154400
515   0.141100
520   0.133500
525   0.120700
530   0.098100
535   0.073400
540   0.053300
545   0.043900
550   0.043800
555   0.051000
560   0.065000
565   0.077200
570   0.078800
575   0.066400
580   0.051600
585   0.040000
590   0.039300
595   0.052800
600   0.089600
605   0.159300
610   0.256700
615   0.361500
620   0.453500
625   0.523700
630   0.571400
635   0.601100
640   0.623400
645   0.638600
650   0.638400
655   0.643100
660   0.647200
665   0.645000
670   0.647200
675   0.646100
680   0.642000
685   0.643800
690   0.638100
695   0.638600
700   0.639000
705   0.632200
710   0.636900
715   0.629200
720   0.631900
725   0.627900
730   0.626200
735   0.622000
740   0.622800
745   0.620800
750   0.616700
755   0.611900
760   0.611200
765   0.608700
770   0.606200
775   0.599200
780   0.603000
