380   0.265800
385   0.292100
390   0.321800
395   0.343700
400   0.361500
405   0.390800
410   0.427100
415   0.460200
420   0.485600
425   0.504500
430   0.511200
435   0.516100
440   0.521500
445   0.523700
450   0.525700
455   0.521700
460   0.518400
465   0.513900
470   0.507500
475   0.501200
480   0.494600
485   0.485400
490   0.477900
495   0.467600
500   0.457000
505   0.447000
510   0.436000
515   0.425100
520   0.410100
525   0.396800
530   0.377400
535   0.358700
540   0.338500
545   0.316700
550   0.293200
555   0.270100
560   0.246800
565   0.220400
570   0.195300
575   0.172200
580   0.151400
585   0.133500
590   0.116600
595   0.101100
600   0.087200
605   0.074300
610   0.063800
615   0.052200
620   0.044700
625   0.037600
630   0.031000
635   0.027800
640   0.024900
645   0.022000
650   0.021800
655   0.020000
660   0.019100
665   0.018300
670   0.017200
675   0.016200
680   0.016500
685   0.015800
690   0.015700
695   0.016500
700   0.017200
705   0.021600
710   0.026100
715   0.035100
720   0.049400
725   0.072700
730   0.103700
735   0.142700
740   0.189200
745   0.241000
750   0.297600
755   0.351900
760   0.401400
765   0.444600
770   0.478500
775   0.505700
780   0.527700
